Date et heure,Production Photovolta�que (W),Consumption,Puissance autoconsommée (W),Puissance inject�e (W),Puissance soutir�e (W)
10/11 23:00,0,494.13,0,0,494.13
11/11 00:00,0,415.92,0,0,415.92
11/11 01:00,0,370.73,0,0,370.73
11/11 02:00,0,337.56,0,0,337.56
11/11 03:00,0,330.77,0,0,330.77
11/11 04:00,0,336.48,0,0,336.48
11/11 05:00,0,351.12,0,0,351.12
11/11 06:00,0,388.3,0,0,388.3
11/11 07:00,16.53,500.62,16.53,0,484.09
11/11 08:00,216.55,650.12,216.55,0,433.57
11/11 09:00,251.86,770.6,251.86,0,518.74
11/11 10:00,337.02,850.05,337.02,0,513.03
11/11 11:00,325.67,882.76,325.67,0,557.09
11/11 12:00,250.43,815.19,250.43,0,564.76
11/11 13:00,193.5,727.1,193.5,0,533.6
11/11 14:00,66.01,653.2,66.01,0,587.19
11/11 15:00,29.39,609.55,29.39,0,580.16
11/11 16:00,0,628.99,0,0,628.99
11/11 17:00,0,752.4,0,0,752.4
11/11 18:00,0,894.2,0,0,894.2
11/11 19:00,0,925.81,0,0,925.81
11/11 20:00,0,875.05,0,0,875.05
11/11 21:00,0,717.2,0,0,717.2
11/11 22:00,0,571.44,0,0,571.44
11/11 23:00,0,445.79,0,0,445.79
12/11 00:00,0,378.18,0,0,378.18
12/11 01:00,0,339.57,0,0,339.57
12/11 02:00,0,318.47,0,0,318.47
12/11 03:00,0,329.6,0,0,329.6
12/11 04:00,0,341.34,0,0,341.34
12/11 05:00,0,393.19,0,0,393.19
12/11 06:00,0,534.13,0,0,534.13
12/11 07:00,11.02,680.88,11.02,0,669.86
12/11 08:00,26.86,703.63,26.86,0,676.77
12/11 09:00,35.28,682.97,35.28,0,647.69
12/11 10:00,55.75,686.54,55.75,0,630.79
12/11 11:00,51.69,696.06,51.69,0,644.37
12/11 12:00,129.36,656.84,129.36,0,527.48
12/11 13:00,18.69,599.52,18.69,0,580.83
12/11 14:00,8.48,538.29,8.48,0,529.81
12/11 15:00,1.48,533.39,1.48,0,531.91
12/11 16:00,0,575,0,0,575
12/11 17:00,0,719.81,0,0,719.81
12/11 18:00,0,910.25,0,0,910.25
12/11 19:00,0,969.68,0,0,969.68
12/11 20:00,0,906.56,0,0,906.56
12/11 21:00,0,743.89,0,0,743.89
12/11 22:00,0,580.49,0,0,580.49
12/11 23:00,0,438.77,0,0,438.77
13/11 00:00,0,369.07,0,0,369.07
13/11 01:00,0,332.75,0,0,332.75
13/11 02:00,0,316.01,0,0,316.01
13/11 03:00,0,323.96,0,0,323.96
13/11 04:00,0,339,0,0,339
13/11 05:00,0,384.7,0,0,384.7
13/11 06:00,0,537.39,0,0,537.39
13/11 07:00,13.23,668.91,13.23,0,655.68
13/11 08:00,66.72,660.11,66.72,0,593.39
13/11 09:00,56.5,605.63,56.5,0,549.13
13/11 10:00,294.4,597.68,294.4,0,303.28
13/11 11:00,468.75,644.94,468.75,0,176.19
13/11 12:00,462.24,618.41,462.24,0,156.17
13/11 13:00,534.34,567.32,534.34,0,32.98
13/11 14:00,416.21,502.33,416.21,0,86.12
13/11 15:00,18.02,501.76,18.02,0,483.74
13/11 16:00,0,550.29,0,0,550.29
13/11 17:00,0,686.08,0,0,686.08
13/11 18:00,0,861.07,0,0,861.07
13/11 19:00,0,932,0,0,932
13/11 20:00,0,874.54,0,0,874.54
13/11 21:00,0,724.83,0,0,724.83
13/11 22:00,0,577.38,0,0,577.38
13/11 23:00,0,448.06,0,0,448.06
14/11 00:00,0,373.94,0,0,373.94
14/11 01:00,0,331.68,0,0,331.68
14/11 02:00,0,316.52,0,0,316.52
14/11 03:00,0,316.94,0,0,316.94
14/11 04:00,0,334.99,0,0,334.99
14/11 05:00,0,376.82,0,0,376.82
14/11 06:00,0,505.78,0,0,505.78
14/11 07:00,12.79,625.22,12.79,0,612.43
14/11 08:00,137.28,648.61,137.28,0,511.33
14/11 09:00,259.55,632.74,259.55,0,373.19
14/11 10:00,268.42,617.6,268.42,0,349.18
14/11 11:00,265.21,665.04,265.21,0,399.83
14/11 12:00,86.15,649.61,86.15,0,563.46
14/11 13:00,20.23,607.77,20.23,0,587.54
14/11 14:00,14.68,536.35,14.68,0,521.67
14/11 15:00,29.45,517.19,29.45,0,487.74
14/11 16:00,0,567.53,0,0,567.53
14/11 17:00,0,698.24,0,0,698.24
14/11 18:00,0,879.27,0,0,879.27
14/11 19:00,0,951.96,0,0,951.96
14/11 20:00,0,899.17,0,0,899.17
14/11 21:00,0,753.19,0,0,753.19
14/11 22:00,0,586.71,0,0,586.71
14/11 23:00,0,458.87,0,0,458.87
15/11 00:00,0,385.58,0,0,385.58
15/11 01:00,0,341.71,0,0,341.71
15/11 02:00,0,319.44,0,0,319.44
15/11 03:00,0,326.76,0,0,326.76
15/11 04:00,0,340.13,0,0,340.13
15/11 05:00,0,393.91,0,0,393.91
15/11 06:00,0,540.75,0,0,540.75
15/11 07:00,9.21,667.77,9.21,0,658.56
15/11 08:00,5.5,648.21,5.5,0,642.71
15/11 09:00,40.81,601.18,40.81,0,560.37
15/11 10:00,37.61,604.19,37.61,0,566.58
15/11 11:00,47.82,650.21,47.82,0,602.39
15/11 12:00,43.02,632.95,43.02,0,589.93
15/11 13:00,32.1,574.71,32.1,0,542.61
15/11 14:00,29.11,506.11,29.11,0,477
15/11 15:00,25.33,503.81,25.33,0,478.48
15/11 16:00,0,560.05,0,0,560.05
15/11 17:00,0,696.54,0,0,696.54
15/11 18:00,0,874.44,0,0,874.44
15/11 19:00,0,964.6,0,0,964.6
15/11 20:00,0,897.56,0,0,897.56
15/11 21:00,0,734.49,0,0,734.49
15/11 22:00,0,589.23,0,0,589.23
15/11 23:00,0,450.1,0,0,450.1
16/11 00:00,0,379.76,0,0,379.76
16/11 01:00,0,341.87,0,0,341.87
16/11 02:00,0,321.64,0,0,321.64
16/11 03:00,0,330.16,0,0,330.16
16/11 04:00,0,347.36,0,0,347.36
16/11 05:00,0,391.74,0,0,391.74
16/11 06:00,0,529.79,0,0,529.79
16/11 07:00,9.98,666.85,9.98,0,656.87
16/11 08:00,58.65,673.5,58.65,0,614.85
16/11 09:00,83.64,613.93,83.64,0,530.29
16/11 10:00,446.07,612.79,446.07,0,166.72
16/11 11:00,249.86,653.69,249.86,0,403.83
16/11 12:00,339.64,629.11,339.64,0,289.47
16/11 13:00,111.71,592.23,111.71,0,480.52
16/11 14:00,261.95,549,261.95,0,287.05
16/11 15:00,23.92,534.84,23.92,0,510.92
16/11 16:00,0,589.2,0,0,589.2
16/11 17:00,0,697.19,0,0,697.19
16/11 18:00,0,850.44,0,0,850.44
16/11 19:00,0,904.93,0,0,904.93
16/11 20:00,0,864.16,0,0,864.16
16/11 21:00,0,731.75,0,0,731.75
16/11 22:00,0,597.32,0,0,597.32
16/11 23:00,0,482.51,0,0,482.51
17/11 00:00,0,408.3,0,0,408.3
17/11 01:00,0,359.88,0,0,359.88
17/11 02:00,0,333.01,0,0,333.01
17/11 03:00,0,335.15,0,0,335.15
17/11 04:00,0,350.02,0,0,350.02
17/11 05:00,0,364.75,0,0,364.75
17/11 06:00,0,427.26,0,0,427.26
17/11 07:00,7.52,581.19,7.52,0,573.67
17/11 08:00,27.45,704.59,27.45,0,677.14
17/11 09:00,24.28,711.25,24.28,0,686.97
17/11 10:00,23.4,712.17,23.4,0,688.77
17/11 11:00,26.36,763.18,26.36,0,736.82
17/11 12:00,224.23,751.05,224.23,0,526.82
17/11 13:00,97.25,710.52,97.25,0,613.27
17/11 14:00,65.36,664.82,65.36,0,599.46
17/11 15:00,5.1,605.63,5.1,0,600.53
17/11 16:00,0,629.31,0,0,629.31
17/11 17:00,0,742.84,0,0,742.84
17/11 18:00,0,868.67,0,0,868.67
17/11 19:00,0,907.22,0,0,907.22
17/11 20:00,0,827.98,0,0,827.98
17/11 21:00,0,708.84,0,0,708.84
17/11 22:00,0,603.81,0,0,603.81
17/11 23:00,0,504.69,0,0,504.69
18/11 00:00,0,428.43,0,0,428.43
18/11 01:00,0,380.97,0,0,380.97
18/11 02:00,0,346.6,0,0,346.6
18/11 03:00,0,338.56,0,0,338.56
18/11 04:00,0,347.24,0,0,347.24
18/11 05:00,0,359.84,0,0,359.84
18/11 06:00,0,396.41,0,0,396.41
18/11 07:00,2.51,511.85,2.51,0,509.34
18/11 08:00,259.67,667.94,259.67,0,408.27
18/11 09:00,272.7,787.79,272.7,0,515.09
18/11 10:00,163.7,862.53,163.7,0,698.83
18/11 11:00,253.5,896.28,253.5,0,642.78
18/11 12:00,174.01,824.84,174.01,0,650.83
18/11 13:00,205.07,737.19,205.07,0,532.12
18/11 14:00,22.6,665.59,22.6,0,642.99
18/11 15:00,4.52,626.33,4.52,0,621.81
18/11 16:00,0,651.08,0,0,651.08
18/11 17:00,0,778.97,0,0,778.97
18/11 18:00,0,918.99,0,0,918.99
18/11 19:00,0,942.64,0,0,942.64
18/11 20:00,0,886.65,0,0,886.65
18/11 21:00,0,729.14,0,0,729.14
18/11 22:00,0,584.39,0,0,584.39
18/11 23:00,0,456.53,0,0,456.53
19/11 00:00,0,384.97,0,0,384.97
19/11 01:00,0,343.52,0,0,343.52
19/11 02:00,0,321.64,0,0,321.64
19/11 03:00,0,331.4,0,0,331.4
19/11 04:00,0,344.26,0,0,344.26
19/11 05:00,0,394.24,0,0,394.24
19/11 06:00,0,533.62,0,0,533.62
19/11 07:00,7.77,682.07,7.77,0,674.3
19/11 08:00,277.2,712.17,277.2,0,434.97
19/11 09:00,356.21,692.71,356.21,0,336.5
19/11 10:00,380.92,690.17,380.92,0,309.25
19/11 11:00,588.89,698.56,588.89,0,109.67
19/11 12:00,600.58,660.25,600.58,0,59.67
19/11 13:00,571.42,607.41,571.42,0,35.99
19/11 14:00,331.15,544.99,331.15,0,213.84
19/11 15:00,14.16,538.53,14.16,0,524.37
19/11 16:00,0,587.33,0,0,587.33
19/11 17:00,0,733.88,0,0,733.88
19/11 18:00,0,917.21,0,0,917.21
19/11 19:00,0,966.77,0,0,966.77
19/11 20:00,0,907.35,0,0,907.35
19/11 21:00,0,746.32,0,0,746.32
19/11 22:00,0,584.21,0,0,584.21
19/11 23:00,0,442.69,0,0,442.69
20/11 00:00,0,374.6,0,0,374.6
20/11 01:00,0,338.36,0,0,338.36
20/11 02:00,0,320.46,0,0,320.46
20/11 03:00,0,328.82,0,0,328.82
20/11 04:00,0,344.71,0,0,344.71
20/11 05:00,0,390.34,0,0,390.34
20/11 06:00,0,541.26,0,0,541.26
20/11 07:00,4.7,674.57,4.7,0,669.87
20/11 08:00,316.68,670.93,316.68,0,354.25
20/11 09:00,522.76,616.06,522.76,0,93.3
20/11 10:00,622.05,608.7,608.7,13.35,0
20/11 11:00,647.83,657.36,647.83,0,9.53
20/11 12:00,630.66,629.5,629.5,1.16,0
20/11 13:00,542.34,579.53,542.34,0,37.19
20/11 14:00,390.5,514.4,390.5,0,123.9
20/11 15:00,15.94,511.52,15.94,0,495.58
20/11 16:00,0,568.11,0,0,568.11
20/11 17:00,0,713.12,0,0,713.12
20/11 18:00,0,883.94,0,0,883.94
20/11 19:00,0,944.44,0,0,944.44
20/11 20:00,0,883.81,0,0,883.81
20/11 21:00,0,733.48,0,0,733.48
20/11 22:00,0,584.88,0,0,584.88
20/11 23:00,0,454.47,0,0,454.47
21/11 00:00,0,385.35,0,0,385.35
21/11 01:00,0,340.85,0,0,340.85
21/11 02:00,0,324.38,0,0,324.38
21/11 03:00,0,326.46,0,0,326.46
21/11 04:00,0,345.74,0,0,345.74
21/11 05:00,0,388.46,0,0,388.46
21/11 06:00,0,516.02,0,0,516.02
21/11 07:00,4.7,641.06,4.7,0,636.36
21/11 08:00,343.6,668.63,343.6,0,325.03
21/11 09:00,489.62,647.6,489.62,0,157.98
21/11 10:00,605.18,633.8,605.18,0,28.62
21/11 11:00,632.22,679.32,632.22,0,47.1
21/11 12:00,532.43,669.96,532.43,0,137.53
21/11 13:00,498.97,626.36,498.97,0,127.39
21/11 14:00,406.61,553.83,406.61,0,147.22
21/11 15:00,11.98,534.43,11.98,0,522.45
21/11 16:00,0,590.17,0,0,590.17
21/11 17:00,0,731.83,0,0,731.83
21/11 18:00,0,904.19,0,0,904.19
21/11 19:00,0,970.64,0,0,970.64
21/11 20:00,0,915.75,0,0,915.75
21/11 21:00,0,768.92,0,0,768.92
21/11 22:00,0,605.18,0,0,605.18
21/11 23:00,0,472.09,0,0,472.09
22/11 00:00,0,394.2,0,0,394.2
22/11 01:00,0,346.19,0,0,346.19
22/11 02:00,0,324.91,0,0,324.91
22/11 03:00,0,331.36,0,0,331.36
22/11 04:00,0,348.98,0,0,348.98
22/11 05:00,0,402.57,0,0,402.57
22/11 06:00,0,547.49,0,0,547.49
22/11 07:00,5.23,675.65,5.23,0,670.42
22/11 08:00,307.56,660.26,307.56,0,352.7
22/11 09:00,474.62,610.33,474.62,0,135.71
22/11 10:00,549.6,612.41,549.6,0,62.81
22/11 11:00,609.86,659.09,609.86,0,49.23
22/11 12:00,578.35,641.31,578.35,0,62.96
22/11 13:00,444.16,591.54,444.16,0,147.38
22/11 14:00,395.34,523.7,395.34,0,128.36
22/11 15:00,13.22,518.84,13.22,0,505.62
22/11 16:00,0,581.39,0,0,581.39
22/11 17:00,0,725.31,0,0,725.31
22/11 18:00,0,896.93,0,0,896.93
22/11 19:00,0,972.97,0,0,972.97
22/11 20:00,0,909.84,0,0,909.84
22/11 21:00,0,747.9,0,0,747.9
22/11 22:00,0,605.76,0,0,605.76
22/11 23:00,0,463.11,0,0,463.11
23/11 00:00,0,383.2,0,0,383.2
23/11 01:00,0,345.94,0,0,345.94
23/11 02:00,0,325.33,0,0,325.33
23/11 03:00,0,334.16,0,0,334.16
23/11 04:00,0,351.84,0,0,351.84
23/11 05:00,0,396.16,0,0,396.16
23/11 06:00,0,526.92,0,0,526.92
23/11 07:00,3.03,668.01,3.03,0,664.98
23/11 08:00,72.8,683.93,72.8,0,611.13
23/11 09:00,16.75,627.97,16.75,0,611.22
23/11 10:00,223.59,624.57,223.59,0,400.98
23/11 11:00,609.26,664.06,609.26,0,54.8
23/11 12:00,361.12,643.42,361.12,0,282.3
23/11 13:00,418.41,613.97,418.41,0,195.56
23/11 14:00,283.81,570.23,283.81,0,286.42
23/11 15:00,14.29,554.05,14.29,0,539.76
23/11 16:00,0,611.93,0,0,611.93
23/11 17:00,0,727.24,0,0,727.24
23/11 18:00,0,874.94,0,0,874.94
23/11 19:00,0,913.68,0,0,913.68
23/11 20:00,0,867.29,0,0,867.29
23/11 21:00,0,736.64,0,0,736.64
23/11 22:00,0,606.74,0,0,606.74
23/11 23:00,0,493.43,0,0,493.43
24/11 00:00,0,417.3,0,0,417.3
24/11 01:00,0,367.62,0,0,367.62
24/11 02:00,0,339.84,0,0,339.84
24/11 03:00,0,342.61,0,0,342.61
24/11 04:00,0,357.83,0,0,357.83
24/11 05:00,0,375.39,0,0,375.39
24/11 06:00,0,437.94,0,0,437.94
24/11 07:00,2.96,592.26,2.96,0,589.3
24/11 08:00,186.88,722.98,186.88,0,536.1
24/11 09:00,39.84,730.9,39.84,0,691.06
24/11 10:00,75.66,724.83,75.66,0,649.17
24/11 11:00,131.22,770.62,131.22,0,639.4
24/11 12:00,191.12,759.61,191.12,0,568.49
24/11 13:00,425.7,724.99,425.7,0,299.29
24/11 14:00,383.45,683.24,383.45,0,299.79
24/11 15:00,20.34,620.82,20.34,0,600.48
24/11 16:00,0,650.62,0,0,650.62
24/11 17:00,0,777.93,0,0,777.93
24/11 18:00,0,896.07,0,0,896.07
24/11 19:00,0,922.46,0,0,922.46
24/11 20:00,0,845.15,0,0,845.15
24/11 21:00,0,720.95,0,0,720.95
24/11 22:00,0,614.61,0,0,614.61
24/11 23:00,0,514.07,0,0,514.07
25/11 00:00,0,441.7,0,0,441.7
25/11 01:00,0,392.83,0,0,392.83
25/11 02:00,0,356.54,0,0,356.54
25/11 03:00,0,347.84,0,0,347.84
25/11 04:00,0,354.93,0,0,354.93
25/11 05:00,0,366.69,0,0,366.69
25/11 06:00,0,404.13,0,0,404.13
25/11 07:00,2.46,522.49,2.46,0,520.03
25/11 08:00,160.85,683.25,160.85,0,522.4
25/11 09:00,242.31,797.92,242.31,0,555.61
25/11 10:00,380.24,876.3,380.24,0,496.06
25/11 11:00,581.07,905.8,581.07,0,324.73
25/11 12:00,479.61,839.67,479.61,0,360.06
25/11 13:00,314.19,752.94,314.19,0,438.75
25/11 14:00,96.61,682.62,96.61,0,586.01
25/11 15:00,17.95,645.2,17.95,0,627.25
25/11 16:00,0,677.93,0,0,677.93
25/11 17:00,0,810.97,0,0,810.97
25/11 18:00,0,940.31,0,0,940.31
25/11 19:00,0,949.84,0,0,949.84
25/11 20:00,0,896.62,0,0,896.62
25/11 21:00,0,745.83,0,0,745.83
25/11 22:00,0,601.81,0,0,601.81
25/11 23:00,0,474.36,0,0,474.36
26/11 00:00,0,391.21,0,0,391.21
26/11 01:00,0,351.86,0,0,351.86
26/11 02:00,0,329.49,0,0,329.49
26/11 03:00,0,340.98,0,0,340.98
26/11 04:00,0,350.95,0,0,350.95
26/11 05:00,0,401.95,0,0,401.95
26/11 06:00,0,529.71,0,0,529.71
26/11 07:00,0,679.97,0,0,679.97
26/11 08:00,236.25,719.95,236.25,0,483.7
26/11 09:00,84.08,709.68,84.08,0,625.6
26/11 10:00,132.09,715.65,132.09,0,583.56
26/11 11:00,157.54,726.68,157.54,0,569.14
26/11 12:00,95.59,689.76,95.59,0,594.17
26/11 13:00,59.61,630.03,59.61,0,570.42
26/11 14:00,49.46,566.63,49.46,0,517.17
26/11 15:00,14.67,566.47,14.67,0,551.8
26/11 16:00,0,620.98,0,0,620.98
26/11 17:00,0,767.12,0,0,767.12
26/11 18:00,0,940.84,0,0,940.84
26/11 19:00,0,969.01,0,0,969.01
26/11 20:00,0,904.83,0,0,904.83
26/11 21:00,0,752.11,0,0,752.11
26/11 22:00,0,592.05,0,0,592.05
26/11 23:00,0,454.79,0,0,454.79
27/11 00:00,0,385.22,0,0,385.22
27/11 01:00,0,345.5,0,0,345.5
27/11 02:00,0,327.77,0,0,327.77
27/11 03:00,0,335.9,0,0,335.9
27/11 04:00,0,352.14,0,0,352.14
27/11 05:00,0,396.73,0,0,396.73
27/11 06:00,0,535.25,0,0,535.25
27/11 07:00,0,666.94,0,0,666.94
27/11 08:00,177.54,674.49,177.54,0,496.95
27/11 09:00,164.58,632.71,164.58,0,468.13
27/11 10:00,181.75,633.28,181.75,0,451.53
27/11 11:00,504.26,682.47,504.26,0,178.21
27/11 12:00,613.35,652.19,613.35,0,38.84
27/11 13:00,551.61,602.44,551.61,0,50.83
27/11 14:00,257.53,537.62,257.53,0,280.09
27/11 15:00,17.83,533.92,17.83,0,516.09
27/11 16:00,0,594.89,0,0,594.89
27/11 17:00,0,743.29,0,0,743.29
27/11 18:00,0,901.41,0,0,901.41
27/11 19:00,0,951.34,0,0,951.34
27/11 20:00,0,892.58,0,0,892.58
27/11 21:00,0,741.52,0,0,741.52
27/11 22:00,0,595.34,0,0,595.34
27/11 23:00,0,463.5,0,0,463.5
28/11 00:00,0,394.64,0,0,394.64
28/11 01:00,0,346.92,0,0,346.92
28/11 02:00,0,331.81,0,0,331.81
28/11 03:00,0,332.12,0,0,332.12
28/11 04:00,0,352.79,0,0,352.79
28/11 05:00,0,392.82,0,0,392.82
28/11 06:00,0,513.04,0,0,513.04
28/11 07:00,0,637.96,0,0,637.96
28/11 08:00,62.32,673.15,62.32,0,610.83
28/11 09:00,33.91,659.09,33.91,0,625.18
28/11 10:00,253.36,652.76,253.36,0,399.4
28/11 11:00,522.15,697.03,522.15,0,174.88
28/11 12:00,573.06,684.18,573.06,0,111.12
28/11 13:00,520.98,643.4,520.98,0,122.42
28/11 14:00,368.8,570.29,368.8,0,201.49
28/11 15:00,11.97,545.36,11.97,0,533.39
28/11 16:00,0,613.34,0,0,613.34
28/11 17:00,0,763.46,0,0,763.46
28/11 18:00,0,927.63,0,0,927.63
28/11 19:00,0,980.04,0,0,980.04
28/11 20:00,0,921.45,0,0,921.45
28/11 21:00,0,772.23,0,0,772.23
28/11 22:00,0,612.45,0,0,612.45
28/11 23:00,0,482.59,0,0,482.59
29/11 00:00,0,401.92,0,0,401.92
29/11 01:00,0,354.61,0,0,354.61
29/11 02:00,0,331.64,0,0,331.64
29/11 03:00,0,338.96,0,0,338.96
29/11 04:00,0,354.16,0,0,354.16
29/11 05:00,0,404.9,0,0,404.9
29/11 06:00,0,543.36,0,0,543.36
29/11 07:00,0,671.37,0,0,671.37
29/11 08:00,69.77,661.52,69.77,0,591.75
29/11 09:00,130.58,624.05,130.58,0,493.47
29/11 10:00,229.81,631.21,229.81,0,401.4
29/11 11:00,596.04,672.54,596.04,0,76.5
29/11 12:00,105.99,654.05,105.99,0,548.06
29/11 13:00,209.29,608.41,209.29,0,399.12
29/11 14:00,143.08,539.61,143.08,0,396.53
29/11 15:00,17.19,537.23,17.19,0,520.04
29/11 16:00,0,605.42,0,0,605.42
29/11 17:00,0,751.46,0,0,751.46
29/11 18:00,0,911.39,0,0,911.39
29/11 19:00,0,977.78,0,0,977.78
29/11 20:00,0,908.84,0,0,908.84
29/11 21:00,0,749.37,0,0,749.37
29/11 22:00,0,614.08,0,0,614.08
29/11 23:00,0,471.25,0,0,471.25
30/11 00:00,0,393.79,0,0,393.79
30/11 01:00,0,353.92,0,0,353.92
30/11 02:00,0,332.42,0,0,332.42
30/11 03:00,0,341.02,0,0,341.02
30/11 04:00,0,357.84,0,0,357.84
30/11 05:00,0,399.81,0,0,399.81
30/11 06:00,0,524.06,0,0,524.06
30/11 07:00,0,662.28,0,0,662.28
30/11 08:00,8.01,689.22,8.01,0,681.21
30/11 09:00,99.25,644.39,99.25,0,545.14
30/11 10:00,194.75,647.38,194.75,0,452.63
30/11 11:00,172.4,686.8,172.4,0,514.4
30/11 12:00,128.19,663.33,128.19,0,535.14
30/11 13:00,26.28,637.76,26.28,0,611.48
30/11 14:00,52.67,591.14,52.67,0,538.47
30/11 15:00,12.03,575.5,12.03,0,563.47
30/11 16:00,0,638.84,0,0,638.84
30/11 17:00,0,759.16,0,0,759.16
30/11 18:00,0,899.65,0,0,899.65
30/11 19:00,0,924,0,0,924
30/11 20:00,0,869.25,0,0,869.25
30/11 21:00,0,737.19,0,0,737.19
30/11 22:00,0,614.31,0,0,614.31
30/11 23:00,0,505.72,0,0,505.72
01/12 00:00,0,427.96,0,0,427.96
01/12 01:00,0,378.08,0,0,378.08
01/12 02:00,0,348.85,0,0,348.85
01/12 03:00,0,350.6,0,0,350.6
01/12 04:00,0,366.97,0,0,366.97
01/12 05:00,0,384.29,0,0,384.29
01/12 06:00,0,441.31,0,0,441.31
01/12 07:00,0,593.02,0,0,593.02
01/12 08:00,55.31,725.83,55.31,0,670.52
01/12 09:00,49.1,742.98,49.1,0,693.88
01/12 10:00,93.95,748.68,93.95,0,654.73
01/12 11:00,186.43,790.78,186.43,0,604.35
01/12 12:00,231.87,776.8,231.87,0,544.93
01/12 13:00,319.33,748.07,319.33,0,428.74
01/12 14:00,118.98,703.89,118.98,0,584.91
01/12 15:00,17.8,646.24,17.8,0,628.44
01/12 16:00,0,677.85,0,0,677.85
01/12 17:00,0,803.66,0,0,803.66
01/12 18:00,0,912.66,0,0,912.66
01/12 19:00,0,932.04,0,0,932.04
01/12 20:00,0,858.65,0,0,858.65
01/12 21:00,0,734.09,0,0,734.09
01/12 22:00,0,634.03,0,0,634.03
01/12 23:00,0,531.28,0,0,531.28
02/12 00:00,0,459.24,0,0,459.24
02/12 01:00,0,404.46,0,0,404.46
02/12 02:00,0,367.23,0,0,367.23
02/12 03:00,0,357.84,0,0,357.84
02/12 04:00,0,364.42,0,0,364.42
02/12 05:00,0,374.57,0,0,374.57
02/12 06:00,0,404.95,0,0,404.95
02/12 07:00,0,516.18,0,0,516.18
02/12 08:00,11.44,671.57,11.44,0,660.13
02/12 09:00,32.16,792.15,32.16,0,759.99
02/12 10:00,36,883.05,36,0,847.05
02/12 11:00,62.68,918.17,62.68,0,855.49
02/12 12:00,45.34,857.96,45.34,0,812.62
02/12 13:00,33.3,771.98,33.3,0,738.68
02/12 14:00,47.73,702.43,47.73,0,654.7
02/12 15:00,11.77,665.5,11.77,0,653.73
02/12 16:00,0,704.55,0,0,704.55
02/12 17:00,0,831.71,0,0,831.71
02/12 18:00,0,945.76,0,0,945.76
02/12 19:00,0,965.44,0,0,965.44
02/12 20:00,0,912.46,0,0,912.46
02/12 21:00,0,758.69,0,0,758.69
02/12 22:00,0,617.59,0,0,617.59
02/12 23:00,0,489.31,0,0,489.31
03/12 00:00,0,401.56,0,0,401.56
03/12 01:00,0,359.31,0,0,359.31
03/12 02:00,0,335.89,0,0,335.89
03/12 03:00,0,344.78,0,0,344.78
03/12 04:00,0,356.49,0,0,356.49
03/12 05:00,0,408.14,0,0,408.14
03/12 06:00,0,536.83,0,0,536.83
03/12 07:00,0,687.54,0,0,687.54
03/12 08:00,29.12,725.92,29.12,0,696.8
03/12 09:00,92.58,712.83,92.58,0,620.25
03/12 10:00,372.69,721.08,372.69,0,348.39
03/12 11:00,300.15,737.14,300.15,0,436.99
03/12 12:00,405.26,703.61,405.26,0,298.35
03/12 13:00,102.5,648.22,102.5,0,545.72
03/12 14:00,134.47,580.98,134.47,0,446.51
03/12 15:00,0.63,578.03,0.63,0,577.4
03/12 16:00,0,637.16,0,0,637.16
03/12 17:00,0,789.4,0,0,789.4
03/12 18:00,0,955.71,0,0,955.71
03/12 19:00,0,990.52,0,0,990.52
03/12 20:00,0,924.52,0,0,924.52
03/12 21:00,0,769.91,0,0,769.91
03/12 22:00,0,602.51,0,0,602.51
03/12 23:00,0,466.47,0,0,466.47
04/12 00:00,0,394.03,0,0,394.03
04/12 01:00,0,353.58,0,0,353.58
04/12 02:00,0,333.87,0,0,333.87
04/12 03:00,0,340.94,0,0,340.94
04/12 04:00,0,358.24,0,0,358.24
04/12 05:00,0,405.76,0,0,405.76
04/12 06:00,0,545.48,0,0,545.48
04/12 07:00,0,682.51,0,0,682.51
04/12 08:00,45.89,683.54,45.89,0,637.65
04/12 09:00,140.73,641.28,140.73,0,500.55
04/12 10:00,560,641.3,560,0,81.3
04/12 11:00,592.32,689.11,592.32,0,96.79
04/12 12:00,395.3,659.62,395.3,0,264.32
04/12 13:00,125.94,604.29,125.94,0,478.35
04/12 14:00,349.92,543.68,349.92,0,193.76
04/12 15:00,12.28,542.92,12.28,0,530.64
04/12 16:00,0,609.7,0,0,609.7
04/12 17:00,0,765.35,0,0,765.35
04/12 18:00,0,919.81,0,0,919.81
04/12 19:00,0,975.92,0,0,975.92
04/12 20:00,0,911.85,0,0,911.85
04/12 21:00,0,756.34,0,0,756.34
04/12 22:00,0,609.55,0,0,609.55
04/12 23:00,0,472.08,0,0,472.08
05/12 00:00,0,399.96,0,0,399.96
05/12 01:00,0,353.95,0,0,353.95
05/12 02:00,0,335.41,0,0,335.41
05/12 03:00,0,335.7,0,0,335.7
05/12 04:00,0,358.08,0,0,358.08
05/12 05:00,0,400.87,0,0,400.87
05/12 06:00,0,522.63,0,0,522.63
05/12 07:00,0,650.23,0,0,650.23
05/12 08:00,242.54,681.07,242.54,0,438.53
05/12 09:00,352.13,666.05,352.13,0,313.92
05/12 10:00,544.54,656.84,544.54,0,112.3
05/12 11:00,618.97,708.37,618.97,0,89.4
05/12 12:00,504.65,692.42,504.65,0,187.77
05/12 13:00,502.09,655.16,502.09,0,153.07
05/12 14:00,322.29,583.69,322.29,0,261.4
05/12 15:00,14.61,561.15,14.61,0,546.54
05/12 16:00,0,630.29,0,0,630.29
05/12 17:00,0,777.06,0,0,777.06
