Date et heure,Production Photovolta�que (W),Consumption,Puissance autoconsommée (W),Puissance inject�e (W),Puissance soutir�e (W)
15/06 03:00,0,284.2,0,0,284.2
15/06 04:00,2.36,291.55,2.36,0,289.19
15/06 05:00,24.61,327.58,24.61,0,302.97
15/06 06:00,158.45,419.88,158.45,0,261.43
15/06 07:00,344.17,506.8,344.17,0,162.63
15/06 08:00,507.3,530.59,507.3,0,23.29
15/06 09:00,632.52,527.34,527.34,105.18,0
15/06 10:00,709.24,519.05,519.05,190.19,0
15/06 11:00,758.91,560.58,560.58,198.33,0
15/06 12:00,767.55,551.72,551.72,215.83,0
15/06 13:00,716.88,534.91,534.91,181.97,0
15/06 14:00,624.81,474,474,150.81,0
15/06 15:00,493.94,452.09,452.09,41.85,0
15/06 16:00,316.93,457.44,316.93,0,140.51
15/06 17:00,127.04,483.34,127.04,0,356.3
15/06 18:00,31.76,555.33,31.76,0,523.57
15/06 19:00,0,605.38,0,0,605.38
15/06 20:00,0,623.94,0,0,623.94
15/06 21:00,0,605.6,0,0,605.6
15/06 22:00,0,537.12,0,0,537.12
15/06 23:00,0,430.65,0,0,430.65
16/06 00:00,0,359.44,0,0,359.44
16/06 01:00,0,318.81,0,0,318.81
16/06 02:00,0,297.01,0,0,297.01
16/06 03:00,0,288.56,0,0,288.56
16/06 04:00,2.81,290.34,2.81,0,287.53
16/06 05:00,27.5,310.34,27.5,0,282.84
16/06 06:00,156.17,361.7,156.17,0,205.53
16/06 07:00,345.22,455.2,345.22,0,109.98
16/06 08:00,510.4,534.43,510.4,0,24.03
16/06 09:00,635.26,562.92,562.92,72.34,0
16/06 10:00,718.34,570.79,570.79,147.55,0
16/06 11:00,758.48,618.9,618.9,139.58,0
16/06 12:00,759.97,605.8,605.8,154.17,0
16/06 13:00,709.98,576.15,576.15,133.83,0
16/06 14:00,616.86,528.02,528.02,88.84,0
16/06 15:00,488.42,486.77,486.77,1.65,0
16/06 16:00,313.01,478.45,313.01,0,165.44
16/06 17:00,127.54,496.21,127.54,0,368.67
16/06 18:00,32.24,551.01,32.24,0,518.77
16/06 19:00,0,596.5,0,0,596.5
16/06 20:00,0,605.31,0,0,605.31
16/06 21:00,0,584.49,0,0,584.49
16/06 22:00,0,523.12,0,0,523.12
16/06 23:00,0,438.07,0,0,438.07
17/06 00:00,0,363.07,0,0,363.07
17/06 01:00,0,320.98,0,0,320.98
17/06 02:00,0,296.93,0,0,296.93
17/06 03:00,0,285.58,0,0,285.58
17/06 04:00,2.28,286.91,2.28,0,284.63
17/06 05:00,29.92,298.03,29.92,0,268.11
17/06 06:00,154.35,333.68,154.35,0,179.33
17/06 07:00,344.3,405.25,344.3,0,60.95
17/06 08:00,514.58,510.56,510.56,4.02,0
17/06 09:00,641.39,598.71,598.71,42.68,0
17/06 10:00,721.2,653.59,653.59,67.61,0
17/06 11:00,756.99,690.11,690.11,66.88,0
17/06 12:00,753.64,644.02,644.02,109.62,0
17/06 13:00,705.87,581.4,581.4,124.47,0
17/06 14:00,615.76,530.15,530.15,85.61,0
17/06 15:00,485.87,495.32,485.87,0,9.45
17/06 16:00,313.45,481.66,313.45,0,168.21
17/06 17:00,128.42,491.33,128.42,0,362.91
17/06 18:00,33.63,548.17,33.63,0,514.54
17/06 19:00,0,601.23,0,0,601.23
17/06 20:00,0,630.63,0,0,630.63
17/06 21:00,0,602.8,0,0,602.8
17/06 22:00,0,532.21,0,0,532.21
17/06 23:00,0,418.07,0,0,418.07
18/06 00:00,0,341.06,0,0,341.06
18/06 01:00,0,301.22,0,0,301.22
18/06 02:00,0,283.44,0,0,283.44
18/06 03:00,0,280.71,0,0,280.71
18/06 04:00,0.24,290.19,0.24,0,289.95
18/06 05:00,44.28,326.22,44.28,0,281.94
18/06 06:00,136.06,416.55,136.06,0,280.49
18/06 07:00,82.11,517.91,82.11,0,435.8
18/06 08:00,223.12,554.67,223.12,0,331.55
18/06 09:00,633.01,565.71,565.71,67.3,0
18/06 10:00,706.67,558.93,558.93,147.74,0
18/06 11:00,700.36,588.58,588.58,111.78,0
18/06 12:00,740.4,566.4,566.4,174,0
18/06 13:00,601.77,521.46,521.46,80.31,0
18/06 14:00,87.52,460.66,87.52,0,373.14
18/06 15:00,121.31,442.64,121.31,0,321.33
18/06 16:00,308.57,452.47,308.57,0,143.9
18/06 17:00,114.38,481.88,114.38,0,367.5
18/06 18:00,40.5,562.39,40.5,0,521.89
18/06 19:00,0,628.29,0,0,628.29
18/06 20:00,0,667.77,0,0,667.77
18/06 21:00,0,622.48,0,0,622.48
18/06 22:00,0,537.26,0,0,537.26
18/06 23:00,0,407.84,0,0,407.84
19/06 00:00,0,328.26,0,0,328.26
19/06 01:00,0,294.3,0,0,294.3
19/06 02:00,0,280.52,0,0,280.52
19/06 03:00,0,279.03,0,0,279.03
19/06 04:00,1.82,288.93,1.82,0,287.11
19/06 05:00,44.95,326.11,44.95,0,281.16
19/06 06:00,112.59,416.31,112.59,0,303.72
19/06 07:00,92.68,502.51,92.68,0,409.83
19/06 08:00,275.51,518.92,275.51,0,243.41
19/06 09:00,229.76,494.75,229.76,0,264.99
19/06 10:00,231.34,498.76,231.34,0,267.42
19/06 11:00,86.15,552.46,86.15,0,466.31
19/06 12:00,100.39,554.28,100.39,0,453.89
19/06 13:00,122.41,508.33,122.41,0,385.92
19/06 14:00,98.5,445.6,98.5,0,347.1
19/06 15:00,152.17,427.61,152.17,0,275.44
19/06 16:00,112.87,433.98,112.87,0,321.11
19/06 17:00,55.53,471.6,55.53,0,416.07
19/06 18:00,9.53,554.75,9.53,0,545.22
19/06 19:00,0,611.53,0,0,611.53
19/06 20:00,0,622.47,0,0,622.47
19/06 21:00,0,602.51,0,0,602.51
19/06 22:00,0,528.51,0,0,528.51
19/06 23:00,0,407.11,0,0,407.11
20/06 00:00,0,334.88,0,0,334.88
20/06 01:00,0,294.68,0,0,294.68
20/06 02:00,0,282.44,0,0,282.44
20/06 03:00,0,277.27,0,0,277.27
20/06 04:00,0,288.4,0,0,288.4
20/06 05:00,19.35,329.26,19.35,0,309.91
20/06 06:00,26.5,405.86,26.5,0,379.36
20/06 07:00,93.43,470.44,93.43,0,377.01
20/06 08:00,518.64,508.11,508.11,10.53,0
20/06 09:00,480.46,514.05,480.46,0,33.59
20/06 10:00,293.34,508.45,293.34,0,215.11
20/06 11:00,666.35,553.56,553.56,112.79,0
20/06 12:00,688.18,548.41,548.41,139.77,0
20/06 13:00,499.67,512.9,499.67,0,13.23
20/06 14:00,591.92,460.59,460.59,131.33,0
20/06 15:00,485.24,432.89,432.89,52.35,0
20/06 16:00,313.48,438.49,313.48,0,125.01
20/06 17:00,134.42,466.65,134.42,0,332.23
20/06 18:00,41.77,548.15,41.77,0,506.38
20/06 19:00,0,610.8,0,0,610.8
20/06 20:00,0,635.87,0,0,635.87
20/06 21:00,0,617.55,0,0,617.55
20/06 22:00,0,538.56,0,0,538.56
20/06 23:00,0,412.05,0,0,412.05
21/06 00:00,0,332.59,0,0,332.59
21/06 01:00,0,298.39,0,0,298.39
21/06 02:00,0,286.47,0,0,286.47
21/06 03:00,0,282.19,0,0,282.19
21/06 04:00,2.33,285.35,2.33,0,283.02
21/06 05:00,47.19,320.01,47.19,0,272.82
21/06 06:00,151.01,414.3,151.01,0,263.29
21/06 07:00,339.61,484.51,339.61,0,144.9
21/06 08:00,482.09,498.8,482.09,0,16.71
21/06 09:00,618.71,487.44,487.44,131.27,0
21/06 10:00,635.27,495.08,495.08,140.19,0
21/06 11:00,704.64,534,534,170.64,0
21/06 12:00,703.8,528.61,528.61,175.19,0
21/06 13:00,624.26,491.03,491.03,133.23,0
21/06 14:00,47.43,436.12,47.43,0,388.69
21/06 15:00,47.04,419.7,47.04,0,372.66
21/06 16:00,38.18,421.39,38.18,0,383.21
21/06 17:00,135.72,465.39,135.72,0,329.67
21/06 18:00,39.25,549.43,39.25,0,510.18
21/06 19:00,0,602.43,0,0,602.43
21/06 20:00,0,631.79,0,0,631.79
21/06 21:00,0,601.85,0,0,601.85
21/06 22:00,0,525.82,0,0,525.82
21/06 23:00,0,409.99,0,0,409.99
22/06 00:00,0,335.47,0,0,335.47
22/06 01:00,0,301.21,0,0,301.21
22/06 02:00,0,291.13,0,0,291.13
22/06 03:00,0,284.56,0,0,284.56
22/06 04:00,2.82,292.2,2.82,0,289.38
22/06 05:00,23.52,328.08,23.52,0,304.56
22/06 06:00,153.42,416.63,153.42,0,263.21
22/06 07:00,351.44,498.36,351.44,0,146.92
22/06 08:00,529.84,521.39,521.39,8.45,0
22/06 09:00,663.17,520.13,520.13,143.04,0
22/06 10:00,747.19,513.06,513.06,234.13,0
22/06 11:00,783.77,555.54,555.54,228.23,0
22/06 12:00,776.04,549.52,549.52,226.52,0
22/06 13:00,728.64,528.45,528.45,200.19,0
22/06 14:00,643.06,469.3,469.3,173.76,0
22/06 15:00,512.17,449.98,449.98,62.19,0
22/06 16:00,325.11,456.57,325.11,0,131.46
22/06 17:00,134.08,481.44,134.08,0,347.36
22/06 18:00,32.43,551.62,32.43,0,519.19
22/06 19:00,0,601.27,0,0,601.27
22/06 20:00,0,615.05,0,0,615.05
22/06 21:00,0,597.11,0,0,597.11
22/06 22:00,0,532.96,0,0,532.96
22/06 23:00,0,425.95,0,0,425.95
23/06 00:00,0,353.46,0,0,353.46
23/06 01:00,0,316.97,0,0,316.97
23/06 02:00,0,295.89,0,0,295.89
23/06 03:00,0,286.84,0,0,286.84
23/06 04:00,2.81,287.44,2.81,0,284.63
23/06 05:00,25.01,309.35,25.01,0,284.34
23/06 06:00,152.12,356.85,152.12,0,204.73
23/06 07:00,345.17,443.65,345.17,0,98.48
23/06 08:00,524.33,518.68,518.68,5.65,0
23/06 09:00,651.27,547.2,547.2,104.07,0
23/06 10:00,733.88,564.43,564.43,169.45,0
23/06 11:00,774.94,612.96,612.96,161.98,0
23/06 12:00,771.08,594.32,594.32,176.76,0
23/06 13:00,726.21,563.25,563.25,162.96,0
23/06 14:00,637.18,520.57,520.57,116.61,0
23/06 15:00,501.86,480,480,21.86,0
23/06 16:00,327.16,476.46,327.16,0,149.3
23/06 17:00,133.65,488.78,133.65,0,355.13
23/06 18:00,29.3,542.15,29.3,0,512.85
23/06 19:00,0,587.41,0,0,587.41
23/06 20:00,0,594.09,0,0,594.09
23/06 21:00,0,572.29,0,0,572.29
23/06 22:00,0,514.57,0,0,514.57
23/06 23:00,0,432.13,0,0,432.13
24/06 00:00,0,360.25,0,0,360.25
24/06 01:00,0,318.88,0,0,318.88
24/06 02:00,0,294.35,0,0,294.35
24/06 03:00,0,283.56,0,0,283.56
24/06 04:00,2.33,285.09,2.33,0,282.76
24/06 05:00,40.09,294.69,40.09,0,254.6
24/06 06:00,152.36,329.3,152.36,0,176.94
24/06 07:00,324.46,398.43,324.46,0,73.97
24/06 08:00,478.58,499.54,478.58,0,20.96
24/06 09:00,589.62,587.14,587.14,2.48,0
24/06 10:00,722.07,639.09,639.09,82.98,0
24/06 11:00,748.98,672.99,672.99,75.99,0
24/06 12:00,648.64,627.09,627.09,21.55,0
24/06 13:00,659.93,567.95,567.95,91.98,0
24/06 14:00,558.56,519.46,519.46,39.1,0
24/06 15:00,421.49,484.85,421.49,0,63.36
24/06 16:00,307.9,475.14,307.9,0,167.24
24/06 17:00,135.91,484.86,135.91,0,348.95
24/06 18:00,31.03,534.51,31.03,0,503.48
24/06 19:00,0,586.2,0,0,586.2
24/06 20:00,0,614.52,0,0,614.52
24/06 21:00,0,584.91,0,0,584.91
24/06 22:00,0,520.66,0,0,520.66
24/06 23:00,0,411.33,0,0,411.33
25/06 00:00,0,337.84,0,0,337.84
25/06 01:00,0,300.48,0,0,300.48
25/06 02:00,0,282.89,0,0,282.89
25/06 03:00,0,280.09,0,0,280.09
25/06 04:00,0,288.3,0,0,288.3
25/06 05:00,11.18,321.57,11.18,0,310.39
25/06 06:00,32.57,406.36,32.57,0,373.79
25/06 07:00,208.81,502.41,208.81,0,293.6
25/06 08:00,161.2,541.3,161.2,0,380.1
25/06 09:00,342.87,558.17,342.87,0,215.3
25/06 10:00,347,554.67,347,0,207.67
25/06 11:00,324.72,583.01,324.72,0,258.29
25/06 12:00,487.13,564.73,487.13,0,77.6
25/06 13:00,483.26,518.11,483.26,0,34.85
25/06 14:00,550.63,455.09,455.09,95.54,0
25/06 15:00,456.48,437.51,437.51,18.97,0
25/06 16:00,235.89,447.01,235.89,0,211.12
25/06 17:00,139.42,480.29,139.42,0,340.87
25/06 18:00,41.9,558.88,41.9,0,516.98
25/06 19:00,0,618.41,0,0,618.41
25/06 20:00,0,656.58,0,0,656.58
25/06 21:00,0,609.83,0,0,609.83
25/06 22:00,0,532.42,0,0,532.42
25/06 23:00,0,407.42,0,0,407.42
26/06 00:00,0,329.92,0,0,329.92
26/06 01:00,0,295.04,0,0,295.04
26/06 02:00,0,281.34,0,0,281.34
26/06 03:00,0,280.08,0,0,280.08
26/06 04:00,1.83,289.14,1.83,0,287.31
26/06 05:00,42.38,323.45,42.38,0,281.07
26/06 06:00,136.67,406.59,136.67,0,269.92
26/06 07:00,203.94,489.15,203.94,0,285.21
26/06 08:00,364.37,511.36,364.37,0,146.99
26/06 09:00,445.31,491.29,445.31,0,45.98
26/06 10:00,643.71,492.45,492.45,151.26,0
26/06 11:00,503.67,549.99,503.67,0,46.32
26/06 12:00,706.97,554.85,554.85,152.12,0
26/06 13:00,502.92,509.78,502.92,0,6.86
26/06 14:00,565.94,447.84,447.84,118.1,0
26/06 15:00,471.59,427.77,427.77,43.82,0
26/06 16:00,216.21,432.51,216.21,0,216.3
26/06 17:00,138.49,467.08,138.49,0,328.59
26/06 18:00,44.34,550.88,44.34,0,506.54
26/06 19:00,0,606.82,0,0,606.82
26/06 20:00,0,618.6,0,0,618.6
26/06 21:00,0,591.42,0,0,591.42
26/06 22:00,0,522.35,0,0,522.35
26/06 23:00,0,404.75,0,0,404.75
27/06 00:00,0,333.07,0,0,333.07
27/06 01:00,0,295.66,0,0,295.66
27/06 02:00,0,282.63,0,0,282.63
27/06 03:00,0,277.43,0,0,277.43
27/06 04:00,0.99,287.84,0.99,0,286.85
27/06 05:00,45.43,327.07,45.43,0,281.64
27/06 06:00,104.35,399.42,104.35,0,295.07
27/06 07:00,217.84,459.73,217.84,0,241.89
27/06 08:00,376.1,498.72,376.1,0,122.62
27/06 09:00,568.68,508.23,508.23,60.45,0
27/06 10:00,717.28,503.37,503.37,213.91,0
27/06 11:00,760.76,545.31,545.31,215.45,0
27/06 12:00,760.75,542.25,542.25,218.5,0
27/06 13:00,714.06,507.56,507.56,206.5,0
27/06 14:00,618.92,455.29,455.29,163.63,0
27/06 15:00,433.01,426.27,426.27,6.74,0
27/06 16:00,326.97,433.75,326.97,0,106.78
27/06 17:00,133.62,463.7,133.62,0,330.08
27/06 18:00,33.37,547.6,33.37,0,514.23
27/06 19:00,0,606.19,0,0,606.19
27/06 20:00,0,626.81,0,0,626.81
27/06 21:00,0,609.92,0,0,609.92
27/06 22:00,0,533.64,0,0,533.64
27/06 23:00,0,410.91,0,0,410.91
28/06 00:00,0,330.14,0,0,330.14
28/06 01:00,0,295.01,0,0,295.01
28/06 02:00,0,283,0,0,283
28/06 03:00,0,279.55,0,0,279.55
28/06 04:00,0,283.01,0,0,283.01
28/06 05:00,45.99,315.9,45.99,0,269.91
28/06 06:00,145.84,406.11,145.84,0,260.27
28/06 07:00,313.15,471.28,313.15,0,158.13
28/06 08:00,454.34,489.05,454.34,0,34.71
28/06 09:00,605.43,482.71,482.71,122.72,0
28/06 10:00,665.08,492.27,492.27,172.81,0
28/06 11:00,740.02,528.3,528.3,211.72,0
28/06 12:00,745.66,524.65,524.65,221.01,0
28/06 13:00,608.34,488.05,488.05,120.29,0
28/06 14:00,605.62,438.24,438.24,167.38,0
28/06 15:00,476.52,418,418,58.52,0
28/06 16:00,306.49,418.99,306.49,0,112.5
28/06 17:00,132.91,460.23,132.91,0,327.32
28/06 18:00,38.4,541.99,38.4,0,503.59
28/06 19:00,0,592.91,0,0,592.91
28/06 20:00,0,620.5,0,0,620.5
28/06 21:00,0,591.36,0,0,591.36
28/06 22:00,0,518.87,0,0,518.87
28/06 23:00,0,405.17,0,0,405.17
29/06 00:00,0,331.94,0,0,331.94
29/06 01:00,0,296.28,0,0,296.28
29/06 02:00,0,286.42,0,0,286.42
29/06 03:00,0,280.77,0,0,280.77
29/06 04:00,0,287.78,0,0,287.78
29/06 05:00,45.38,322.79,45.38,0,277.41
29/06 06:00,144.8,403.54,144.8,0,258.74
29/06 07:00,319.37,477.48,319.37,0,158.11
29/06 08:00,485.21,505.44,485.21,0,20.23
29/06 09:00,610.92,509.99,509.99,100.93,0
29/06 10:00,696.02,504.1,504.1,191.92,0
29/06 11:00,733.96,547.81,547.81,186.15,0
29/06 12:00,736.5,541.6,541.6,194.9,0
29/06 13:00,692.79,518.72,518.72,174.07,0
29/06 14:00,597.81,459.48,459.48,138.33,0
29/06 15:00,465.16,441.01,441.01,24.15,0
29/06 16:00,301.55,446.36,301.55,0,144.81
29/06 17:00,133.59,470.57,133.59,0,336.98
29/06 18:00,40.44,537.27,40.44,0,496.83
29/06 19:00,0,584.51,0,0,584.51
29/06 20:00,0,593.7,0,0,593.7
29/06 21:00,0,581.11,0,0,581.11
29/06 22:00,0,526.76,0,0,526.76
29/06 23:00,0,422.11,0,0,422.11
30/06 00:00,0,352.28,0,0,352.28
30/06 01:00,0,316.77,0,0,316.77
30/06 02:00,0,293.68,0,0,293.68
30/06 03:00,0,285.53,0,0,285.53
30/06 04:00,0,286.91,0,0,286.91
30/06 05:00,41.43,306.84,41.43,0,265.41
30/06 06:00,143.27,351.58,143.27,0,208.31
30/06 07:00,310.59,434.87,310.59,0,124.28
30/06 08:00,472.74,506.93,472.74,0,34.19
30/06 09:00,600.65,535.04,535.04,65.61,0
30/06 10:00,688.76,554.31,554.31,134.45,0
30/06 11:00,732.42,601.24,601.24,131.18,0
30/06 12:00,729.15,586.25,586.25,142.9,0
30/06 13:00,675.15,553.72,553.72,121.43,0
30/06 14:00,585.78,513.38,513.38,72.4,0
30/06 15:00,466.48,472.57,466.48,0,6.09
30/06 16:00,306.49,467.94,306.49,0,161.45
30/06 17:00,134.44,479.13,134.44,0,344.69
30/06 18:00,39.95,533.2,39.95,0,493.25
30/06 19:00,0,571.38,0,0,571.38
30/06 20:00,0,576.34,0,0,576.34
30/06 21:00,0,556.5,0,0,556.5
30/06 22:00,0,507.37,0,0,507.37
30/06 23:00,0,427.73,0,0,427.73
01/07 00:00,0,358.23,0,0,358.23
01/07 01:00,0,317.8,0,0,317.8
01/07 02:00,0,293.71,0,0,293.71
01/07 03:00,0,281.47,0,0,281.47
01/07 04:00,0,283.35,0,0,283.35
01/07 05:00,40.22,293.95,40.22,0,253.73
01/07 06:00,144.09,326.1,144.09,0,182.01
01/07 07:00,329.74,392.91,329.74,0,63.17
01/07 08:00,494.64,486.77,486.77,7.87,0
01/07 09:00,621.17,568.88,568.88,52.29,0
01/07 10:00,672.02,617.55,617.55,54.47,0
01/07 11:00,763.58,655.75,655.75,107.83,0
01/07 12:00,753.68,617.23,617.23,136.45,0
01/07 13:00,701.75,557.26,557.26,144.49,0
01/07 14:00,621.58,509.27,509.27,112.31,0
01/07 15:00,494.81,477.12,477.12,17.69,0
01/07 16:00,322.06,465.83,322.06,0,143.77
01/07 17:00,136.49,475.38,136.49,0,338.89
01/07 18:00,43.52,522.31,43.52,0,478.79
01/07 19:00,0,573.32,0,0,573.32
01/07 20:00,0,603.24,0,0,603.24
01/07 21:00,0,574.37,0,0,574.37
01/07 22:00,0,514.15,0,0,514.15
01/07 23:00,0,408.93,0,0,408.93
02/07 00:00,0,336.91,0,0,336.91
02/07 01:00,0,299.12,0,0,299.12
02/07 02:00,0,283.12,0,0,283.12
02/07 03:00,0,280.46,0,0,280.46
02/07 04:00,0,288.91,0,0,288.91
02/07 05:00,31.18,320.09,31.18,0,288.91
02/07 06:00,73.43,396.05,73.43,0,322.62
02/07 07:00,171.98,483.46,171.98,0,311.48
02/07 08:00,209.68,529.84,209.68,0,320.16
02/07 09:00,123.04,550.72,123.04,0,427.68
02/07 10:00,48.86,548.87,48.86,0,500.01
02/07 11:00,103.68,577.63,103.68,0,473.95
02/07 12:00,271.52,562.89,271.52,0,291.37
02/07 13:00,225.37,521.02,225.37,0,295.65
02/07 14:00,85.92,456.22,85.92,0,370.3
02/07 15:00,81.05,436.73,81.05,0,355.68
02/07 16:00,55.91,448,55.91,0,392.09
02/07 17:00,129.58,476.41,129.58,0,346.83
02/07 18:00,43.47,553.83,43.47,0,510.36
02/07 19:00,0,605.77,0,0,605.77
02/07 20:00,0,639.53,0,0,639.53
02/07 21:00,0,600.46,0,0,600.46
02/07 22:00,0,526,0,0,526
02/07 23:00,0,406.31,0,0,406.31
03/07 00:00,0,332.9,0,0,332.9
03/07 01:00,0,299.21,0,0,299.21
03/07 02:00,0,284.22,0,0,284.22
03/07 03:00,0,282.76,0,0,282.76
03/07 04:00,0,293.14,0,0,293.14
03/07 05:00,30.45,325.02,30.45,0,294.57
03/07 06:00,143.28,401.74,143.28,0,258.46
03/07 07:00,342.48,477.34,342.48,0,134.86
03/07 08:00,516.5,504.26,504.26,12.24,0
03/07 09:00,651.31,492.19,492.19,159.12,0
03/07 10:00,738.48,492.3,492.3,246.18,0
03/07 11:00,780.49,551.01,551.01,229.48,0
03/07 12:00,783.12,552.69,552.69,230.43,0
03/07 13:00,732.56,506.85,506.85,225.71,0
03/07 14:00,637.4,450.63,450.63,186.77,0
03/07 15:00,508.27,429.44,429.44,78.83,0
03/07 16:00,334.22,432.04,334.22,0,97.82
03/07 17:00,138.98,464.47,138.98,0,325.49
03/07 18:00,31.63,545.71,31.63,0,514.08
03/07 19:00,0,590.76,0,0,590.76
03/07 20:00,0,603.26,0,0,603.26
03/07 21:00,0,582.08,0,0,582.08
03/07 22:00,0,518.32,0,0,518.32
03/07 23:00,0,404.08,0,0,404.08
04/07 00:00,0,336.04,0,0,336.04
04/07 01:00,0,298.19,0,0,298.19
04/07 02:00,0,284.01,0,0,284.01
04/07 03:00,0,279.4,0,0,279.4
04/07 04:00,0,288.18,0,0,288.18
04/07 05:00,30.72,326.69,30.72,0,295.97
04/07 06:00,142.28,395.86,142.28,0,253.58
04/07 07:00,334.69,450.96,334.69,0,116.27
04/07 08:00,506.65,491.64,491.64,15.01,0
04/07 09:00,632.47,504.46,504.46,128.01,0
04/07 10:00,716.67,499.62,499.62,217.05,0
04/07 11:00,767.3,542.53,542.53,224.77,0
04/07 12:00,761.47,536.14,536.14,225.33,0
04/07 13:00,715.64,501.19,501.19,214.45,0
04/07 14:00,622.23,451.17,451.17,171.06,0
04/07 15:00,496.55,424.02,424.02,72.53,0
04/07 16:00,326.47,432.35,326.47,0,105.88
04/07 17:00,137.01,461.43,137.01,0,324.42
04/07 18:00,31.72,542.98,31.72,0,511.26
04/07 19:00,0,599.3,0,0,599.3
04/07 20:00,0,619.7,0,0,619.7
04/07 21:00,0,602.49,0,0,602.49
04/07 22:00,0,533.64,0,0,533.64
04/07 23:00,0,412.37,0,0,412.37
05/07 00:00,0,331.94,0,0,331.94
05/07 01:00,0,296.62,0,0,296.62
05/07 02:00,0,284.04,0,0,284.04
05/07 03:00,0,281.72,0,0,281.72
05/07 04:00,0,284.82,0,0,284.82
05/07 05:00,43.8,316.26,43.8,0,272.46
05/07 06:00,87.28,399.05,87.28,0,311.77
05/07 07:00,311.75,462.87,311.75,0,151.12
05/07 08:00,472.72,479.32,472.72,0,6.6
05/07 09:00,249.2,475.57,249.2,0,226.37
05/07 10:00,599.88,486.92,486.92,112.96,0
05/07 11:00,460.64,528.11,460.64,0,67.47
05/07 12:00,596.17,521.36,521.36,74.81,0
05/07 13:00,660.66,490.25,490.25,170.41,0
05/07 14:00,516.49,440.57,440.57,75.92,0
05/07 15:00,486.39,419.03,419.03,67.36,0
05/07 16:00,316.9,415.38,316.9,0,98.48
05/07 17:00,137.87,451.38,137.87,0,313.51
05/07 18:00,43.37,533.4,43.37,0,490.03
05/07 19:00,0,587.73,0,0,587.73
05/07 20:00,0,610.9,0,0,610.9
05/07 21:00,0,582.98,0,0,582.98
05/07 22:00,0,514,0,0,514
05/07 23:00,0,401.66,0,0,401.66
06/07 00:00,0,328.66,0,0,328.66
06/07 01:00,0,293.79,0,0,293.79
06/07 02:00,0,284.09,0,0,284.09
06/07 03:00,0,279.41,0,0,279.41
06/07 04:00,0,285.87,0,0,285.87
06/07 05:00,34.45,318.84,34.45,0,284.39
06/07 06:00,139.35,395.17,139.35,0,255.82
06/07 07:00,330.9,462.47,330.9,0,131.57
06/07 08:00,501.8,494.44,494.44,7.36,0
06/07 09:00,626.57,501.01,501.01,125.56,0
06/07 10:00,725.63,494.11,494.11,231.52,0
06/07 11:00,756.66,535.89,535.89,220.77,0
06/07 12:00,759.36,534.89,534.89,224.47,0
06/07 13:00,717.52,507.7,507.7,209.82,0
06/07 14:00,625.65,455.68,455.68,169.97,0
06/07 15:00,477.93,435.94,435.94,41.99,0
06/07 16:00,319.79,439.97,319.79,0,120.18
06/07 17:00,139.26,463.48,139.26,0,324.22
06/07 18:00,37.55,530.31,37.55,0,492.76
06/07 19:00,0,573.43,0,0,573.43
06/07 20:00,0,581.12,0,0,581.12
06/07 21:00,0,570.07,0,0,570.07
06/07 22:00,0,518.83,0,0,518.83
06/07 23:00,0,415.58,0,0,415.58
07/07 00:00,0,350.59,0,0,350.59
07/07 01:00,0,315.6,0,0,315.6
07/07 02:00,0,294.27,0,0,294.27
07/07 03:00,0,286.52,0,0,286.52
07/07 04:00,0,287.32,0,0,287.32
07/07 05:00,33.12,306.59,33.12,0,273.47
07/07 06:00,138.67,349.45,138.67,0,210.78
07/07 07:00,327.81,425.95,327.81,0,98.14
07/07 08:00,501.25,495.38,495.38,5.87,0
07/07 09:00,629.01,528.46,528.46,100.55,0
07/07 10:00,699.09,548.18,548.18,150.91,0
07/07 11:00,756.17,592.53,592.53,163.64,0
07/07 12:00,762.76,578.51,578.51,184.25,0
07/07 13:00,709.23,544.06,544.06,165.17,0
07/07 14:00,622.01,505.78,505.78,116.23,0
07/07 15:00,495.29,467.81,467.81,27.48,0
07/07 16:00,323.95,464.47,323.95,0,140.52
07/07 17:00,136,477.84,136,0,341.84
07/07 18:00,32.21,529.15,32.21,0,496.94
07/07 19:00,0,560.71,0,0,560.71
07/07 20:00,0,564.37,0,0,564.37
07/07 21:00,0,549.56,0,0,549.56
07/07 22:00,0,501.22,0,0,501.22
07/07 23:00,0,422.96,0,0,422.96
08/07 00:00,0,357.66,0,0,357.66
08/07 01:00,0,318.15,0,0,318.15
08/07 02:00,0,293.57,0,0,293.57
08/07 03:00,0,282.72,0,0,282.72
08/07 04:00,0,285.25,0,0,285.25
08/07 05:00,34.38,295.17,34.38,0,260.79
08/07 06:00,117.28,324.16,117.28,0,206.88
08/07 07:00,317.91,388.73,317.91,0,70.82
08/07 08:00,482.37,482.27,482.27,0.1,0
08/07 09:00,609.48,560.79,560.79,48.69,0
08/07 10:00,694.61,608.74,608.74,85.87,0
08/07 11:00,732.34,646.84,646.84,85.5,0
08/07 12:00,741.74,609.89,609.89,131.85,0
08/07 13:00,693.46,552.5,552.5,140.96,0
08/07 14:00,571.66,501.1,501.1,70.56,0
08/07 15:00,450.65,472.1,450.65,0,21.45
08/07 16:00,296.3,462.28,296.3,0,165.98
08/07 17:00,136.66,471.29,136.66,0,334.63
08/07 18:00,41.23,516.23,41.23,0,475
08/07 19:00,0,566.92,0,0,566.92
08/07 20:00,0,596.59,0,0,596.59
08/07 21:00,0,570.27,0,0,570.27
08/07 22:00,0,511.94,0,0,511.94
