Date,ProdPV,Consumption,Autoconsumed_power,Injected_power,Extracted_power
23/07 16:00,264.52,206.98,206.98,57.54,0
23/07 17:00,168.26,266.69,217.47,0,49.21
23/07 18:00,27.54,482.66,255.1,0,227.56
23/07 19:00,0,550.7,275.35,0,275.35
23/07 20:00,0,577.67,288.26,0,289.41
23/07 21:00,0,273.11,0,0,273.11
23/07 22:00,0,238.58,0,0,238.58
23/07 23:00,0,188.56,0,0,188.56
24/07 00:00,0,154.82,0,0,154.82
24/07 01:00,0,139.81,0,0,139.81
24/07 02:00,0,132.12,0,0,132.12
24/07 03:00,0,131.82,0,0,131.82
24/07 04:00,0,135.76,0,0,135.76
24/07 05:00,8.55,155.38,14.61,0,140.77
24/07 06:00,64.45,187.85,71.67,0,116.18
24/07 07:00,152.44,166.31,109.09,0,57.22
24/07 08:00,227,173.22,170.87,0,2.35
24/07 09:00,356.69,230.49,230.49,126.2,0
24/07 10:00,611.87,227.53,227.53,384.34,0
24/07 11:00,705.05,254.28,254.28,450.77,0
24/07 12:00,752.26,254.33,254.33,497.93,0
24/07 13:00,584.83,234.28,234.28,350.55,0
24/07 14:00,524.33,211.53,211.53,312.8,0
24/07 15:00,356.67,199.69,199.69,156.98,0
24/07 16:00,354.49,200.89,200.89,153.6,0
24/07 17:00,165.77,255.95,210.86,0,45.09
24/07 18:00,29.7,469.41,249.56,0,219.86
24/07 19:00,0,549.16,274.58,0,274.58
24/07 20:00,0,566.31,283.15,0,283.15
24/07 21:00,0,540.25,270.12,0,270.12
24/07 22:00,0,472.09,236.04,0,236.04
24/07 23:00,0,313.68,128.3,0,185.38
25/07 00:00,0,155.96,0,0,155.96
25/07 01:00,0,139.04,0,0,139.04
25/07 02:00,0,133.29,0,0,133.29
25/07 03:00,0,131.21,0,0,131.21
25/07 04:00,0,133.85,0,0,133.85
25/07 05:00,13.24,159.79,22.3,0,137.49
25/07 06:00,78.44,193.45,92.33,0,101.12
25/07 07:00,246.61,200.02,200.02,46.59,0
25/07 08:00,396.62,219.08,219.08,177.54,0
25/07 09:00,569.12,231.41,231.41,337.71,0
25/07 10:00,680.05,230.16,230.16,449.89,0
25/07 11:00,733.9,248.28,248.28,485.62,0
25/07 12:00,725.96,244.56,244.56,481.4,0
25/07 13:00,674.91,226.9,226.9,448.01,0
25/07 14:00,612.32,210.58,210.58,401.74,0
25/07 15:00,447.49,199.05,199.05,248.44,0
25/07 16:00,306.97,199.57,199.57,107.4,0
25/07 17:00,164.28,261.35,212.82,0,48.54
25/07 18:00,27.39,474.26,250.82,0,223.43
25/07 19:00,0,551.97,275.98,0,275.98
25/07 20:00,0,576.84,288.42,0,288.42
25/07 21:00,0,559.55,279.78,0,279.78
25/07 22:00,0,482.99,241.5,0,241.5
25/07 23:00,0,375.53,187.76,0,187.76
26/07 00:00,0,307.69,153.84,0,153.84
26/07 01:00,0,280.7,140.35,0,140.35
26/07 02:00,0,268.04,134.02,0,134.02
26/07 03:00,0,266.29,133.15,0,133.15
26/07 04:00,0,268.97,134.48,0,134.48
26/07 05:00,12.03,284.94,148.49,0,136.46
26/07 06:00,71.15,289.41,180.28,0,109.13
26/07 07:00,250.01,204.69,204.69,45.32,0
26/07 08:00,430.15,216.63,216.63,213.52,0
26/07 09:00,577.98,220.18,220.18,357.8,0
26/07 10:00,671.47,228.98,228.98,442.49,0
26/07 11:00,587.59,249.04,249.04,338.55,0
26/07 12:00,633.98,243.49,243.49,390.49,0
26/07 13:00,676.79,232.69,232.69,444.1,0
26/07 14:00,621.64,210.91,210.91,410.73,0
26/07 15:00,507.31,197.48,197.48,309.83,0
26/07 16:00,344.61,195.11,195.11,149.5,0
26/07 17:00,163.76,258.17,210.97,0,47.21
26/07 18:00,25.18,478.98,252.08,0,226.9
26/07 19:00,0,544.32,272.16,0,272.16
26/07 20:00,0,565.62,282.81,0,282.81
26/07 21:00,0,546.8,273.4,0,273.4
26/07 22:00,0,477.11,238.56,0,238.56
26/07 23:00,0,374.1,187.05,0,187.05
27/07 00:00,0,307.93,153.96,0,153.96
27/07 01:00,0,277.21,138.61,0,138.61
27/07 02:00,0,265.87,132.94,0,132.94
27/07 03:00,0,263.64,131.82,0,131.82
27/07 04:00,0,267.81,133.9,0,133.9
27/07 05:00,11.55,282.09,146.82,0,135.27
27/07 06:00,71.67,281.91,176.79,0,105.12
27/07 07:00,245.99,204.82,204.82,41.17,0
27/07 08:00,429.25,221.21,221.21,208.04,0
27/07 09:00,434.39,230.24,230.24,204.15,0
27/07 10:00,619.57,224.93,224.93,394.64,0
27/07 11:00,682.86,244.74,244.74,438.12,0
27/07 12:00,746.58,247.71,247.71,498.87,0
27/07 13:00,714.34,230.19,230.19,484.15,0
27/07 14:00,641.65,206.05,206.05,435.6,0
27/07 15:00,442.59,197.22,197.22,245.37,0
27/07 16:00,311.51,198.85,198.85,112.66,0
27/07 17:00,162.37,263.07,212.72,0,50.35
27/07 18:00,26.82,463.9,245.36,0,218.54
27/07 19:00,0,524.5,262.25,0,262.25
27/07 20:00,0,535.02,267.51,0,267.51
27/07 21:00,0,531.44,265.72,0,265.72
27/07 22:00,0,474.38,237.19,0,237.19
27/07 23:00,0,382.41,191.21,0,191.21
28/07 00:00,0,325.51,162.76,0,162.76
28/07 01:00,0,296.23,148.12,0,148.12
28/07 02:00,0,275.42,137.71,0,137.71
28/07 03:00,0,268.93,134.46,0,134.46
28/07 04:00,0,266.31,133.15,0,133.15
28/07 05:00,9.14,280.2,144.67,0,135.53
28/07 06:00,75.73,247.07,161.4,0,85.67
28/07 07:00,211.66,192.2,192.2,19.46,0
28/07 08:00,375.98,226.35,226.35,149.63,0
28/07 09:00,0,482.61,241.31,0,241.31
28/07 10:00,318.13,248.01,248.01,70.12,0
28/07 11:00,487.49,265.37,265.37,222.12,0
28/07 12:00,715.8,261.82,261.82,453.98,0
28/07 13:00,616.84,246.01,246.01,370.83,0
28/07 14:00,623.93,230.59,230.59,393.34,0
28/07 15:00,499.26,215.48,215.48,283.78,0
28/07 16:00,335.38,217.1,217.1,118.28,0
28/07 17:00,150.5,288.4,219.45,0,68.95
28/07 18:00,24.79,461.5,243.14,0,218.35
28/07 19:00,0,513.81,256.9,0,256.9
28/07 20:00,0,524.78,262.39,0,262.39
28/07 21:00,0,507.19,253.6,0,253.6
28/07 22:00,0,454.91,227.46,0,227.46
28/07 23:00,0,384.36,192.18,0,192.18
29/07 00:00,0,326.29,163.14,0,163.14
29/07 01:00,0,293.55,146.77,0,146.77
29/07 02:00,0,273.62,136.81,0,136.81
29/07 03:00,0,263.95,131.98,0,131.98
29/07 04:00,0,266.17,133.08,0,133.08
29/07 05:00,10.28,267.73,139.01,0,128.73
29/07 06:00,69.08,229,149.04,0,79.96
29/07 07:00,246.89,174.89,174.89,72,0
29/07 08:00,425.91,215.12,215.12,210.79,0
29/07 09:00,570.35,252.9,252.9,317.45,0
29/07 10:00,664.11,274.56,274.56,389.55,0
29/07 11:00,712.9,291.66,291.66,421.24,0
29/07 12:00,711.41,275.24,275.24,436.17,0
29/07 13:00,680.35,248.49,248.49,431.86,0
29/07 14:00,609.74,223.57,223.57,386.17,0
29/07 15:00,496.4,211.71,211.71,284.69,0
29/07 16:00,339.07,211.5,211.5,127.57,0
29/07 17:00,156.97,268.87,212.92,0,55.95
29/07 18:00,27.38,440.85,234.12,0,206.74
29/07 19:00,0,510.28,255.14,0,255.14
29/07 20:00,0,545.75,272.87,0,272.87
29/07 21:00,0,524.99,262.5,0,262.5
29/07 22:00,0,464.25,232.13,0,232.13
29/07 23:00,0,368.2,184.1,0,184.1
30/07 00:00,0,310.28,155.14,0,155.14
30/07 01:00,0,278.32,139.16,0,139.16
30/07 02:00,0,263.76,131.88,0,131.88
30/07 03:00,0,262.4,131.2,0,131.2
30/07 04:00,0,268.03,134.01,0,134.01
30/07 05:00,9.6,285.7,147.65,0,138.05
30/07 06:00,72.03,282.11,177.07,0,105.04
30/07 07:00,239.54,208.39,208.39,31.15,0
30/07 08:00,405.91,237.22,237.22,168.69,0
30/07 09:00,545.8,246.99,246.99,298.81,0
30/07 10:00,651.27,250.17,250.17,401.1,0
30/07 11:00,710.3,268.49,268.49,441.81,0
30/07 12:00,715.26,262.24,262.24,453.02,0
30/07 13:00,676.11,240.19,240.19,435.92,0
30/07 14:00,606.76,216.04,216.04,390.72,0
30/07 15:00,484.38,204.41,204.41,279.97,0
30/07 16:00,255.5,205.95,205.95,49.55,0
30/07 17:00,74.47,359.41,216.94,0,142.47
30/07 18:00,2.69,507.86,255.28,0,252.59
30/07 19:00,0,554.07,277.03,0,277.03
30/07 20:00,0,581.26,290.63,0,290.63
30/07 21:00,0,552.38,276.19,0,276.19
30/07 22:00,0,475.73,237.86,0,237.86
30/07 23:00,0,374.29,187.15,0,187.15
31/07 00:00,0,310.23,155.11,0,155.11
31/07 01:00,0,278.6,139.3,0,139.3
31/07 02:00,0,172.07,39.67,0,132.4
31/07 03:00,0,132.3,0,0,132.3
31/07 04:00,0,135.83,0,0,135.83
31/07 05:00,5.06,155.32,11.95,0,143.37
31/07 06:00,36.78,166.35,23.39,0,142.96
31/07 07:00,43.56,370.15,206.86,0,163.3
31/07 08:00,56.29,385.7,212.53,0,173.16
31/07 09:00,89.22,374.57,231.9,0,142.68
31/07 10:00,66.87,385.52,226.2,0,159.33
31/07 11:00,48.64,458.07,253.35,0,204.71
31/07 12:00,88.1,417.58,252.84,0,164.74
31/07 13:00,437.1,230.6,230.6,206.5,0
31/07 14:00,131.59,291.97,211.78,0,80.19
31/07 15:00,379.64,199.55,199.55,180.09,0
31/07 16:00,173.38,228.19,200.79,0,27.41
31/07 17:00,91.68,326.07,208.87,0,117.19
31/07 18:00,28.35,473.8,251.08,0,222.73
31/07 19:00,0,554.09,277.05,0,277.05
31/07 20:00,0,570.68,285.34,0,285.34
31/07 21:00,0,378.5,107.06,0,271.45
31/07 22:00,0,233.29,0,0,233.29
31/07 23:00,0,183.73,0,0,183.73
01/08 00:00,0,156.82,0,0,156.82
01/08 01:00,0,139.77,0,0,139.77
01/08 02:00,0,133.54,0,0,133.54
01/08 03:00,0,131.42,0,0,131.42
01/08 04:00,0,134.43,0,0,134.43
01/08 05:00,6.62,165.15,21.01,0,144.14
01/08 06:00,14.49,274.17,108.2,0,165.97
01/08 07:00,125.39,271.82,198.6,0,73.21
01/08 08:00,79.19,355.25,217.22,0,138.03
01/08 09:00,90.18,371.53,230.85,0,140.67
01/08 10:00,123.93,339.02,231.48,0,107.55
01/08 11:00,275.24,250.71,250.71,24.53,0
01/08 12:00,249.17,245.74,245.74,3.43,0
01/08 13:00,376.95,226.92,226.92,150.03,0
01/08 14:00,427.34,210.42,210.42,216.92,0
01/08 15:00,367.41,198.41,198.41,169,0
01/08 16:00,99.45,299.11,199.28,0,99.83
01/08 17:00,29.33,396.2,212.77,0,183.44
01/08 18:00,34.02,469.17,251.59,0,217.57
01/08 19:00,0,552.45,276.23,0,276.23
01/08 20:00,0,586.35,293.17,0,293.17
01/08 21:00,0,561.14,280.57,0,280.57
01/08 22:00,0,478.41,239.21,0,239.21
01/08 23:00,0,371.41,185.7,0,185.7
02/08 00:00,0,304.64,152.32,0,152.32
02/08 01:00,0,279.06,139.53,0,139.53
02/08 02:00,0,268.94,134.47,0,134.47
02/08 03:00,0,267.21,133.61,0,133.61
02/08 04:00,0,267.5,133.75,0,133.75
02/08 05:00,8.41,288.73,148.57,0,140.16
02/08 06:00,68.08,293.72,180.9,0,112.82
02/08 07:00,235.69,204.64,204.64,31.05,0
02/08 08:00,403.81,214.79,214.79,189.02,0
02/08 09:00,548.81,219.53,219.53,329.28,0
02/08 10:00,654.25,226.65,226.65,427.6,0
02/08 11:00,710.52,251.52,251.52,459,0
02/08 12:00,724.67,245.33,245.33,479.34,0
02/08 13:00,695.36,233.56,233.56,461.8,0
02/08 14:00,609.09,211.13,211.13,397.96,0
02/08 15:00,477.36,196.94,196.94,280.42,0
02/08 16:00,326.59,195.7,195.7,130.89,0
02/08 17:00,58.45,364.93,211.69,0,153.24
02/08 18:00,16.84,490.01,253.42,0,236.58
02/08 19:00,0,552.46,276.23,0,276.23
02/08 20:00,0,576.18,288.09,0,288.09
02/08 21:00,0,544.2,267.36,0,276.84
02/08 22:00,0,237.38,0,0,237.38
02/08 23:00,0,185.68,0,0,185.68
03/08 00:00,0,155.01,0,0,155.01
03/08 01:00,0,140.54,0,0,140.54
03/08 02:00,0,134.74,0,0,134.74
03/08 03:00,0,133.25,0,0,133.25
03/08 04:00,0,135.46,0,0,135.46
03/08 05:00,5.55,146.22,3.17,0,143.05
03/08 06:00,70.6,118.34,9.75,0,108.59
03/08 07:00,161.32,97.27,52.57,0,44.7
03/08 08:00,345.44,51.1,51.1,123.96,0
03/08 09:00,565.64,182.75,182.75,332.59,0
03/08 10:00,672.36,44.98,44.98,446.23,0
03/08 11:00,731.45,67.07,67.07,481.66,0
03/08 12:00,742.41,48.69,48.69,490.49,0
03/08 13:00,707.87,45.69,45.69,475.74,0
03/08 14:00,630.76,126.76,126.76,420.7,0
03/08 15:00,508.87,177.07,177.07,307.97,0
03/08 16:00,341.01,201.63,201.63,139.38,0
03/08 17:00,153.98,215.23,153.93,0,61.3
03/08 18:00,20.91,250.11,24.47,0,225.64
03/08 19:00,0,267.64,0,0,267.64
03/08 20:00,0,273.99,0,0,273.99
03/08 21:00,0,269.2,0,0,269.2
03/08 22:00,0,238.75,0,0,238.75
03/08 23:00,0,191.7,0,0,191.7
04/08 00:00,0,161.25,0,0,161.25
04/08 01:00,0,145.64,0,0,145.64
04/08 02:00,0,135.7,0,0,135.7
04/08 03:00,0,132.47,0,0,132.47
04/08 04:00,0,131.33,0,0,131.33
04/08 05:00,6.7,153.64,17.62,0,136.02
04/08 06:00,64.8,206.42,112.21,0,94.21
04/08 07:00,238.23,188.95,188.95,49.28,0
04/08 08:00,424.62,223.92,223.92,200.7,0
04/08 09:00,573.87,239.64,239.64,334.23,0
04/08 10:00,674.63,246.99,246.99,427.64,0
04/08 11:00,740.64,264.68,264.68,475.96,0
04/08 12:00,745.02,259.53,259.53,485.49,0
04/08 13:00,716.99,243.04,243.04,473.95,0
04/08 14:00,638.49,230.86,230.86,407.63,0
04/08 15:00,512.73,217.1,217.1,295.63,0
04/08 16:00,344.11,216.11,216.11,128,0
04/08 17:00,153.28,284.68,218.98,0,65.7
04/08 18:00,18.15,468.55,243.35,0,225.2
04/08 19:00,0,515.53,257.76,0,257.76
04/08 20:00,0,532.6,266.3,0,266.3
04/08 21:00,0,509.38,254.69,0,254.69
04/08 22:00,0,452.01,226.01,0,226.01
04/08 23:00,0,385.01,192.5,0,192.5
05/08 00:00,0,326.27,163.14,0,163.14
05/08 01:00,0,225.94,80.33,0,145.6
05/08 02:00,0,136.51,0,0,136.51
05/08 03:00,0,131.93,0,0,131.93
05/08 04:00,0,132.25,0,0,132.25
05/08 05:00,6.09,151.75,19.49,0,132.26
05/08 06:00,63.77,197.21,112.89,0,84.32
05/08 07:00,235.67,173.93,173.93,61.74,0
05/08 08:00,324.55,214.18,214.18,110.37,0
05/08 09:00,572.88,255.8,255.8,317.08,0
05/08 10:00,612.05,279.49,279.49,332.56,0
05/08 11:00,699.32,294.22,294.22,405.1,0
05/08 12:00,709.14,276.59,276.59,432.55,0
05/08 13:00,654.22,248.5,248.5,405.72,0
05/08 14:00,505.69,223.29,223.29,282.4,0
05/08 15:00,212.82,210.55,210.55,2.27,0
05/08 16:00,299.44,209.97,209.97,89.47,0
05/08 17:00,122.7,303.04,212.87,0,90.17
05/08 18:00,29.23,441.98,235.61,0,206.38
05/08 19:00,0,514.13,257.06,0,257.06
05/08 20:00,0,558.88,279.44,0,279.44
05/08 21:00,0,534.14,267.07,0,267.07
05/08 22:00,0,463.61,231.81,0,231.81
05/08 23:00,0,365.03,182.52,0,182.52
06/08 00:00,0,307.16,153.58,0,153.58
06/08 01:00,0,275.14,137.57,0,137.57
06/08 02:00,0,261.01,130.51,0,130.51
06/08 03:00,0,260.28,130.14,0,130.14
06/08 04:00,0,267.06,133.53,0,133.53
06/08 05:00,3.14,289.59,146.37,0,143.23
06/08 06:00,70.14,284.46,177.3,0,107.16
06/08 07:00,178.79,242.43,210.61,0,31.82
06/08 08:00,332.93,237.62,237.62,95.31,0
06/08 09:00,521.88,247.48,247.48,274.4,0
06/08 10:00,690.67,252.46,252.46,438.21,0
06/08 11:00,755.5,270.29,270.29,485.21,0
06/08 12:00,762.08,260.96,260.96,501.12,0
06/08 13:00,730.16,237.29,237.29,492.87,0
06/08 14:00,645.04,214.22,214.22,430.82,0
06/08 15:00,517.96,201.65,201.65,316.31,0
06/08 16:00,342.82,203.45,203.45,139.37,0
06/08 17:00,151.91,280.44,216.18,0,64.27
06/08 18:00,17.84,494.29,256.06,0,238.22
06/08 19:00,0,564.13,282.07,0,282.07
06/08 20:00,0,591.86,295.93,0,295.93
06/08 21:00,0,551.96,275.98,0,275.98
06/08 22:00,0,472.89,236.44,0,236.44
06/08 23:00,0,371.6,185.8,0,185.8
07/08 00:00,0,309.82,154.91,0,154.91
07/08 01:00,0,276.37,138.19,0,138.19
07/08 02:00,0,263.38,131.69,0,131.69
07/08 03:00,0,262.77,131.39,0,131.39
07/08 04:00,0,270.75,135.37,0,135.37
07/08 05:00,5.24,290.76,148,0,142.76
07/08 06:00,64.66,299.82,182.24,0,117.58
07/08 07:00,236.56,208.68,208.68,27.88,0
07/08 08:00,418.52,228.42,228.42,190.1,0
07/08 09:00,568.39,232.58,232.58,335.81,0
07/08 10:00,669.77,226.7,226.7,443.07,0
07/08 11:00,727.75,253.72,253.72,474.03,0
07/08 12:00,731.59,250.04,250.04,481.55,0
07/08 13:00,679.11,230.4,230.4,448.71,0
07/08 14:00,623.37,211.38,211.38,411.99,0
07/08 15:00,400.5,199.12,199.12,201.38,0
07/08 16:00,225.89,200.43,200.43,25.46,0
07/08 17:00,149.91,269.74,209.83,0,59.92
07/08 18:00,24.1,482.1,253.1,0,229
07/08 19:00,0,558.57,279.29,0,279.29
07/08 20:00,0,582.24,291.12,0,291.12
07/08 21:00,0,547.64,273.82,0,273.82
07/08 22:00,0,467.34,233.67,0,233.67
07/08 23:00,0,366.07,183.04,0,183.04
08/08 00:00,0,312.75,156.37,0,156.37
08/08 01:00,0,277.45,138.73,0,138.73
08/08 02:00,0,264.98,132.49,0,132.49
08/08 03:00,0,261.55,130.77,0,130.77
08/08 04:00,0,266.35,133.17,0,133.17
08/08 05:00,3.15,296.11,149.63,0,146.48
08/08 06:00,20.33,341.51,180.92,0,160.59
08/08 07:00,42.85,353.54,198.2,0,155.35
08/08 08:00,78.88,355.29,217.09,0,138.21
08/08 09:00,114.12,347.03,230.57,0,116.45
08/08 10:00,50.71,408.27,229.49,0,178.78
08/08 11:00,327.02,249.52,249.52,77.5,0
08/08 12:00,456.91,245.99,245.99,210.92,0
08/08 13:00,132.51,320.35,226.43,0,93.92
08/08 14:00,427.38,210.65,210.65,216.73,0
08/08 15:00,197.71,198.88,198.29,0,0.58
08/08 16:00,198.43,198.8,198.62,0,0.19
08/08 17:00,106.63,320.49,213.56,0,106.93
08/08 18:00,28.59,477.1,252.85,0,224.26
08/08 19:00,0,562.88,281.44,0,281.44
08/08 20:00,0,602.84,301.42,0,301.42
08/08 21:00,0,567.13,283.57,0,283.57
08/08 22:00,0,474.23,237.11,0,237.11
08/08 23:00,0,369.31,184.65,0,184.65
09/08 00:00,0,305.05,152.53,0,152.53
09/08 01:00,0,279.83,139.92,0,139.92
09/08 02:00,0,268.83,134.41,0,134.41
09/08 03:00,0,267.48,133.74,0,133.74
09/08 04:00,0,267.8,133.9,0,133.9
09/08 05:00,3.74,294.99,149.36,0,145.62
09/08 06:00,61.39,305.21,183.3,0,121.91
09/08 07:00,244.47,209.82,209.82,34.65,0
09/08 08:00,423.59,216.2,216.2,207.39,0
09/08 09:00,415.86,218.96,218.96,196.9,0
09/08 10:00,109.56,345.16,227.36,0,117.8
09/08 11:00,47.17,460.09,253.63,0,206.46
09/08 12:00,158.48,330.61,244.54,0,86.06
09/08 13:00,46.2,422.24,234.22,0,188.02
09/08 14:00,86.92,335.62,211.27,0,124.35
09/08 15:00,98.38,295.83,197.1,0,98.72
09/08 16:00,83.63,309.13,196.38,0,112.75
09/08 17:00,118.95,307.74,213.35,0,94.4
09/08 18:00,27.62,484.73,256.17,0,228.55
09/08 19:00,0,561.43,280.72,0,280.72
09/08 20:00,0,592.26,296.13,0,296.13
09/08 21:00,0,559.26,279.63,0,279.63
09/08 22:00,0,473.41,236.71,0,236.71
09/08 23:00,0,367.38,183.69,0,183.69
10/08 00:00,0,312.44,156.22,0,156.22
10/08 01:00,0,282.53,141.27,0,141.27
10/08 02:00,0,272.1,136.05,0,136.05
10/08 03:00,0,267.59,133.8,0,133.8
10/08 04:00,0,272.4,136.2,0,136.2
10/08 05:00,0,299.8,149.9,0,149.9
10/08 06:00,36.11,331.95,184.03,0,147.92
10/08 07:00,143.34,280.64,211.99,0,68.65
10/08 08:00,206.09,243.81,224.95,0,18.86
10/08 09:00,175.78,292.5,234.14,0,58.36
10/08 10:00,290.89,227.51,227.51,63.38,0
10/08 11:00,626.51,252.24,252.24,374.27,0
10/08 12:00,390.02,254.53,254.53,135.49,0
10/08 13:00,519.2,232.99,232.99,286.21,0
10/08 14:00,392.91,211.57,211.57,181.34,0
10/08 15:00,76,327.7,201.85,0,125.85
10/08 16:00,113.77,291.7,202.73,0,88.96
10/08 17:00,16.18,417.93,217.05,0,200.87
10/08 18:00,17.03,480.42,248.72,0,231.69
10/08 19:00,0,547.4,273.7,0,273.7
10/08 20:00,0,565.18,282.59,0,282.59
10/08 21:00,0,547.93,273.97,0,273.97
10/08 22:00,0,476.96,238.48,0,238.48
10/08 23:00,0,383.63,191.82,0,191.82
11/08 00:00,0,323.72,161.86,0,161.86
11/08 01:00,0,292.57,146.28,0,146.28
11/08 02:00,0,272.39,136.19,0,136.19
11/08 03:00,0,266.91,133.45,0,133.45
11/08 04:00,0,265.84,132.92,0,132.92
11/08 05:00,0.6,288.15,144.38,0,143.78
11/08 06:00,24.28,297.22,160.75,0,136.47
11/08 07:00,167.17,218.83,193,0,25.83
11/08 08:00,207.59,249.55,228.57,0,20.98
11/08 09:00,415.88,243.09,243.09,172.79,0
11/08 10:00,431.55,249.8,249.8,181.75,0
11/08 11:00,441.14,268.69,268.69,172.45,0
11/08 12:00,393.17,264.11,264.11,129.06,0
11/08 13:00,188.34,304.49,246.41,0,58.07
11/08 14:00,261.94,234.7,234.7,27.24,0
11/08 15:00,525.35,219.6,219.6,305.75,0
11/08 16:00,170.73,267.11,218.92,0,48.19
11/08 17:00,149.51,296.56,223.03,0,73.52
11/08 18:00,25.88,466.22,246.05,0,220.17
11/08 19:00,0,523.56,261.78,0,261.78
11/08 20:00,0,546.79,273.39,0,273.39
11/08 21:00,0,519.33,259.67,0,259.67
11/08 22:00,0,458.21,229.1,0,229.1
11/08 23:00,0,387.68,193.84,0,193.84
12/08 00:00,0,329.98,164.99,0,164.99
12/08 01:00,0,293.55,146.77,0,146.77
12/08 02:00,0,275.09,137.54,0,137.54
12/08 03:00,0,265.2,132.6,0,132.6
12/08 04:00,0,265.85,132.92,0,132.92
12/08 05:00,1.85,276.3,139.08,0,137.23
12/08 06:00,60.03,238.52,149.27,0,89.24
12/08 07:00,247.11,175.29,175.29,71.82,0
12/08 08:00,443.54,216.61,216.61,226.93,0
12/08 09:00,606.52,259.46,259.46,347.06,0
12/08 10:00,708.02,283.62,283.62,424.4,0
12/08 11:00,780.24,299.45,299.45,480.79,0
12/08 12:00,781.77,278.26,278.26,503.51,0
12/08 13:00,751.54,249.33,249.33,502.21,0
12/08 14:00,664.16,223.88,223.88,440.28,0
12/08 15:00,528.39,210.45,210.45,317.94,0
12/08 16:00,346.47,208.9,208.9,137.57,0
12/08 17:00,145.94,279.85,212.89,0,66.95
12/08 18:00,17.08,457.77,237.42,0,220.34
12/08 19:00,0,524.13,262.06,0,262.06
12/08 20:00,0,574.49,287.24,0,287.24
12/08 21:00,0,544.61,272.31,0,272.31
12/08 22:00,0,463.16,231.58,0,231.58
12/08 23:00,0,365.22,182.61,0,182.61
13/08 00:00,0,308.04,154.02,0,154.02
13/08 01:00,0,276.59,138.29,0,138.29
13/08 02:00,0,262.72,131.36,0,131.36
13/08 03:00,0,262.5,131.25,0,131.25
13/08 04:00,0,268.87,134.43,0,134.43
13/08 05:00,0,296.68,148.34,0,148.34
13/08 06:00,58.18,307.77,182.97,0,124.79
13/08 07:00,238.05,215.42,215.42,22.63,0
13/08 08:00,435.72,241.73,241.73,193.99,0
13/08 09:00,571,249.79,249.79,321.21,0
13/08 10:00,660.08,253.92,253.92,406.16,0
13/08 11:00,706.2,271,271,435.2,0
13/08 12:00,674.81,261.92,261.92,412.89,0
13/08 13:00,661.43,239.84,239.84,421.59,0
13/08 14:00,588.79,216.91,216.91,371.88,0
13/08 15:00,510.12,203.06,203.06,307.06,0
13/08 16:00,336,203.87,203.87,132.13,0
13/08 17:00,141.47,293.54,217.51,0,76.04
13/08 18:00,16.52,502.06,259.29,0,242.77
13/08 19:00,0,578.62,289.31,0,289.31
13/08 20:00,0,612.89,306.44,0,306.44
13/08 21:00,0,562.95,281.47,0,281.47
13/08 22:00,0,476.47,238.23,0,238.23
13/08 23:00,0,370.72,185.36,0,185.36
14/08 00:00,0,309.14,154.57,0,154.57
14/08 01:00,0,277.47,138.73,0,138.73
14/08 02:00,0,264.67,132.33,0,132.33
14/08 03:00,0,263.72,131.86,0,131.86
14/08 04:00,0,227.81,91.9,0,135.9
14/08 05:00,0,160.46,10.83,0,149.63
14/08 06:00,57.19,218.66,90.09,0,128.57
14/08 07:00,237.63,211.8,211.8,24.23,0
14/08 08:00,432.57,229.34,229.34,203.23,0
14/08 09:00,588.78,233.43,233.43,355.35,0
14/08 10:00,699.34,226.51,226.51,472.83,0
14/08 11:00,761.1,253.61,253.61,507.49,0
14/08 12:00,762.93,250.52,250.52,512.41,0
14/08 13:00,733.61,231.96,231.96,501.65,0
14/08 14:00,643.77,212.87,212.87,430.9,0
14/08 15:00,514.01,199.13,199.13,314.88,0
14/08 16:00,335.23,200.7,200.7,134.53,0
14/08 17:00,138.56,283.51,211.04,0,72.48
14/08 18:00,17.14,492.9,255.02,0,237.88
14/08 19:00,0,575.07,287.54,0,287.54
14/08 20:00,0,602.23,301.11,0,301.11
14/08 21:00,0,560.07,280.04,0,280.04
14/08 22:00,0,471.35,235.68,0,235.68
14/08 23:00,0,373.11,186.56,0,186.56
15/08 00:00,0,334.1,167.05,0,167.05
15/08 01:00,0,296.48,148.24,0,148.24
15/08 02:00,0,278.62,139.31,0,139.31
15/08 03:00,0,269.69,134.85,0,134.85
15/08 04:00,0,269.46,134.73,0,134.73
15/08 05:00,0,282.64,141.32,0,141.32
15/08 06:00,59.22,243.67,151.44,0,92.22
15/08 07:00,197.79,179.02,179.02,18.77,0
15/08 08:00,175.7,271.32,223.51,0,47.81
15/08 09:00,536.79,267.57,267.57,269.22,0
15/08 10:00,646.02,292.17,292.17,353.85,0
15/08 11:00,635.7,308.6,308.6,327.1,0
15/08 12:00,376.18,284.5,284.5,91.68,0
15/08 13:00,449.65,254.09,254.09,195.56,0
15/08 14:00,280.18,229.18,229.18,51,0
15/08 15:00,181.47,246.2,213.83,0,32.36
15/08 16:00,234,211.23,211.23,22.77,0
15/08 17:00,134.6,301.23,217.91,0,83.31
15/08 18:00,13.17,478.25,245.71,0,232.54
15/08 19:00,0,550.06,275.03,0,275.03
15/08 20:00,0,599.12,299.56,0,299.56
15/08 21:00,0,560.4,280.2,0,280.2
15/08 22:00,0,471.08,235.54,0,235.54
